Token,Lema,POS,Freq,Declinação,Definição
saepes,saepes,NOUN,1,3,"But, saepes,Varr. R. R. , , ; Verg. E. , ; Col. , ; Pall. , , ;  Claud. Nupt. Hon. et Mar. ), f. root svak-, to make firm; Sanscr. sag, to cling; cf. σάττω; p for k, as in lupus."
munimentum,munimentum,NOUN,1,-,"A defence, fortification, intrenchment,  rampart, bulwark, protection (class. but not in Cic.)."
omittendum,omitto,VERB,1,-,"To let go, let loose, let fall."
aequaliter,aequaliter,ADV,1,-,"aequālĭter, , v. aequalis"
acclivitate,acclivitas,NOUN,1,3,"An ascending direction, an acclivity, ascent: pari acclivitate collis,Caes. B. G. , ; so Col. , , .—Concr. of the rising place itself, Amm. , , ."
ordoque,ordoqus,ADJ,1,-,Def. não encontrada
detulerant,detulero,VERB,1,-,Def. não encontrada
praesidioque,praesidioqus,ADJ,1,-,Def. não encontrada
funditoribus,fundus,NOUN,1,2,The bottom of any thing (class.).
identidem,identidme,NOUN,1,-,Def. não encontrada
porrecta,porringo,VERB,1,-,Def. não encontrada
confirmaverant,confirmavo,VERB,1,-,Def. não encontrada
provolaverunt,provolo,VERB,1,-,To fly forth.
vetuerat,vetuo,VERB,1,-,Def. não encontrada
hostiumque,hostiumquus,ADJ,1,-,Def. não encontrada
insignia,insignis,ADJ,1,-,"insignis, e, in-signum"
galeas,galea,NOUN,1,1,"A helmet (usually of leather), head-piece, morion (cf. cudo; the cassis, on the contrary, was made of metal plate: cassis de lamina est, galea de corio,Isid. Orig. , )."
scutisque,scutisque,ADJ,1,-,Def. não encontrada
constitit,constito,VERB,1,-,Def. não encontrada
saepibusque,saepibusqui,NOUN,1,-,Def. não encontrada
vulneribusque,vulner,NOUN,1,-,Def. não encontrada
profligatis,profligatum,NOUN,1,-,Def. não encontrada
congressae,congredio,VERB,1,-,Def. não encontrada
nudatis,nudatus,ADJ,1,-,Def. não encontrada
boduognato,boduogno,VERB,1,-,Def. não encontrada
levisque,lev,NOUN,1,-,Def. não encontrada
dissipatosque,dissipatosquuus,ADJ,1,-,Def. não encontrada
impedimentisque,impedimensqui,ADJ,1,-,Def. não encontrada
cohortatione,cohortatio,NOUN,1,3,cohortor
signisque,signus,ADJ,1,-,Def. não encontrada
signiferoque,signiferoqus,NOUN,1,-,Def. não encontrada
primipilo,primipilis,ADJ,1,-,Def. não encontrada
tardiores,tardus,ADJ,1,-,"Slow, not swift, sluggish, tardy (freq. and class.; syn.: lentus, languidus)."
detracto,detrano,VERB,1,-,Def. não encontrada
laxare,laxo,VERB,1,-,"To stretch out, extend, to make wide or roomy, to expand."
navare,navo,VERB,1,-,"nāvo, āvi, ātum, , v. a.navus"
iuxta,iuxta,ADP,1,-,Def. não encontrada
innixi,innio,VERB,1,-,Def. não encontrada
turpitudinem,turpitudo,NOUN,1,3,"Ugliness, unsightliness, foulness, deformity (syn. deformitas)."
praestiterunt,praestio,VERB,1,-,Def. não encontrada
superessent,supo,VERB,1,-,"To throw, throw about, scatter: supat jacit, unde dissipat disicit et obsipat obicit, et insipat, hoc est inicit,Fest. p.  Müll.; cf.: supare significat jacere et disicere, id. s. v. prosapia, p. : obtorque prorim ac suppa tortas copulas, Att. ap. Non. ,  (Trag. Rel. p.  Rib.)."
mulieribusque,mulieribusque,NOUN,1,-,Def. não encontrada
senatores,senator,NOUN,1,3,senex
atuatuci,atuatuco,VERB,1,-,Def. não encontrada
rupes,rupes,NOUN,1,3,"(collat. form , , App. M. , p.  Hildebr. min.; cf. Gloss. Isid. p. ), rumpo"
obitum,obitum,NOUN,1,-,Def. não encontrada
inlatum,inlo,VERB,1,-,Def. não encontrada
excursiones,excursio,NOUN,1,3,A runningout or forth.
crebrisque,crebrisquus,ADJ,1,-,Def. não encontrada
circummuniti,circummunitus,NOUN,1,-,Def. não encontrada
inridere,inrideo,VERB,1,-,Def. não encontrada
tantulae,tantulus,ADJ,1,-,Def. não encontrada
contemptui,contemptus,NOUN,1,-,"Part. and P. a., from contemno."
ope,ops,NOUN,1,3,"Nom. sing. does not occur; and the dat. perh. only in Front. Ep. ad Verr.  fin.; abl. ope, but opi, Varr. L. L. , , ), f. Sanscr. ap-nas, gain; Gr. ἄφενος, wealth; cf.: opulentus. copia = co-opia."
atuatucos,atuatux,ADJ,1,-,Def. não encontrada
despoliaret,despolio,VERB,1,-,"dē-spŏlĭo, āvi, ātum, ,  (also"
invidere,invideo,VERB,1,-,"Trop., to beprejudiced against one, to be influenced by prejudice: semper dignitatis iniquus judex est, qui aut invidet aut favet,Cic. Planc. , ; cf.: cui nisi invidisset is, etc.,id. Fam. , , ."
cruciatum,cruciatum,NOUN,1,-,Def. não encontrada
dominari,dominor,VERB,1,-,"Inf domina rier, Verg. A. , ), , v. dep. n. [dominus], to be lord and master, to have dominion, bear rule domineer (freq. and class.; for syn. cf.: regno, impero, jubeo, praesum)."
nerviis,nervia,NOUN,1,-,Def. não encontrada
iacta,iactus,ADJ,1,-,Def. não encontrada
acervi,acer,NOUN,1,3,"The maple-tree, Plin. , , , §  sq."
celata,celatus,ADJ,1,-,Def. não encontrada
retinuerant,retinuo,VERB,1,-,Def. não encontrada
celaverant,celavo,VERB,1,-,Def. não encontrada
cortice,cortex,NOUN,1,3,"The bark, rind, shell, hull."
intextis,intexdo,VERB,1,-,Def. não encontrada
induxerant,induxero,VERB,1,-,Def. não encontrada
refractis,refreo,VERB,1,-,Def. não encontrada
sectionem,sectio,NOUN,1,3,"A cutting, cutting off, cutting up."
emerant,emero,VERB,1,-,Def. não encontrada
coriosolitas,coriosolitas,NOUN,1,-,Def. não encontrada
oceanumque,oceanus,ADJ,1,-,Transf.
dicionem,dicio,NOUN,1,3,"(less correctly, ; occurs only in the"
redactas,redaho,VERB,1,-,Def. não encontrada
daturas,datura,NOUN,1,-,Def. não encontrada
facturas,factura,NOUN,1,1,"A making, manufacture, formation, = ποίησις (post-Aug. and very rare)."
illyricumque,illyricum,NOUN,1,-,Def. não encontrada
andes,andes,NOUN,1,-,"A Gallic tribe in the region of the present Anjou, with a town of the same name, now Angors; form , Caes. B. G. , .—Form , Tac. A. , .—Form , Plin. , , , §  Jan; cf. Mann. Gall. ."
tertiv,tertiv,NOUN,1,-,Def. não encontrada
ser,ser,VERB,1,-,"Sēr, ēris, v. Seres."
sedunosque,sedunosqus,ADJ,1,-,Def. não encontrada
portoriis,portoria,NOUN,1,-,Def. não encontrada
octodurus,octodurus,NOUN,1,-,"A town of the Veragri, in Gallia Narbonensis, the modern Martigny, Caes. B. G. , .—Hence"
veragrorum,verager,ADJ,1,-,Def. não encontrada
culmina,culmenus,NOUN,1,-,Def. não encontrada
alpium,alpes,NOUN,1,-,"High mountains; and κατ̓ ἐξοχήν, the high mountains of Switzerland, the Alps, unknown to the Romans, in their whole extent, until the time of Augustus. The three principal ranges, running S.W. and N.E., are"
plene,plene,ADV,1,-,"plēnē, , v. plenus"
existimaverat,existimacero,VERB,1,-,Def. não encontrada
completa,completus,ADJ,1,-,"complētus, a, um, v. compleo"
brevi,brevus,ADJ,1,-,Def. não encontrada
gaesaque,gaesaqus,ADJ,1,-,Def. não encontrada
defesso,defiteor,VERB,1,-,Def. não encontrada
instarent,instaro,VERB,1,-,Def. não encontrada
languidioribusque,languidus,ADJ,1,-,"Faint, weak, dull, sluggish, languid (class.; cf.: lassus, fessus, fatigatus, defessus)."
sextius,sextus,ADJ,1,-,"sextus, a, um"
pili,pilium,NOUN,1,-,Def. não encontrada
nervico,nervicus,NOUN,1,-,"That has a nervous disorder, nervous (al. neuricos), Vitr. , ."
fusis,futor,VERB,1,-,Def. não encontrada
armisque,armisqui,NOUN,1,-,Def. não encontrada
exutis,exsum,VERB,1,-,Def. não encontrada
demorante,demoro,VERB,1,-,Def. não encontrada
subitum,subitum,NOUN,1,2,"v. subitus, . s. v. subeo"
terrasidius,terrasidus,ADJ,1,-,Def. não encontrada
trebius,trebius,NOUN,1,2,The name of a Roman gens.
velanius,velane,ADV,1,-,Def. não encontrada
silio,silium,NOUN,1,-,Def. não encontrada
nauticarum,nauticus,ADJ,1,-,"Subst.: nautĭci, ōrum, m., sailors, seamen: Macrin nautici vocant,Liv. , ; , ; Plin. , , , § ."
silii,silius,PROPN,1,-,The name of a Roman gens.
velanii,velanius,ADJ,1,-,Def. não encontrada
trebium,trebium,NOUN,1,-,Def. não encontrada
terrasidiumque,terrasidius,ADJ,1,-,Def. não encontrada
acturos,acturio,VERB,1,-,Def. não encontrada
malint,malio,VERB,1,-,Def. não encontrada
remiges,remigis,NOUN,1,-,Def. não encontrada
nautas,nautas,NOUN,1,-,Def. não encontrada
inviolatumque,inviolo,VERB,1,-,"Not to violate, Not. Tir. p. ."
pedestria,pedestrius,ADJ,1,-,Def. não encontrada
gesturi,gesturio,VERB,1,-,Def. não encontrada
concluso,concludo,VERB,1,-,"Part. perf. solecist. conclausa semina, Col. , , ), v. a., to shut up closely, to close up, enclose, confine."
vastissimo,vastus,ADJ,1,-,"Empty, unoccupied, i.e. waste, desert."
apertissimo,apertes,ADV,1,-,Def. não encontrada
initis,initis,ADJ,1,-,Def. não encontrada
venetiam,venetia,NOUN,1,-,Def. não encontrada
lexovios,lexovius,ADJ,1,-,Def. não encontrada
namnetes,namnetus,ADJ,1,-,Def. não encontrada
ambiliatos,ambiliatus,ADJ,1,-,Def. não encontrada
diablintes,diablins,ADJ,1,-,Def. não encontrada
rebellio,rebellius,NOUN,1,-,Def. não encontrada
mobiliter,mobiliter,ADV,1,-,"mōbĭlĭter, , v. mobilis"
conspirarent,conspiro,VERB,1,-,"V. n., to blow or breathe together, to sound together. *"
lexoviosque,lexoviosqus,ADJ,1,-,Def. não encontrada
distinendam,distineu,VERB,1,-,Def. não encontrada
curet,cureo,VERB,1,-,Def. não encontrada
gallicisque,gallicisqus,ADJ,1,-,Def. não encontrada
lingulis,lingulus,ADJ,1,-,"Talkative, quarrelsome, Poët. ap. Wernsdorf. Poet. Lat. Min. , p. ."
promunturiisque,promunturium,NOUN,1,2,"The highest part of a chain of mountains, a mountain-ridge, Liv. , , ."
quando,quando,SCONJ,1,-,"Rel., at what time, when: non intellegitur, quando obrepat senectus,Cic. Sen. , : quaeres, quando iterum paveas,Hor. S. , , : quando ipsos loqui, quando advocati voce uti deceat, quartus liber continet,Quint. , , : expectans quando incipiendum sit,id. , , ."
extruso,extruso,ADP,1,-,Def. não encontrada
molibus,molus,NOUN,1,-,"Mŏlus, v. Tmolus."
adpulso,adpulo,VERB,1,-,Def. não encontrada
deportabant,deporto,VERB,1,-,"Arch. inf. pass. deportarier, Ter. Ph. , , ), v. a., to carry or convey down; to carry off, to convey away (freq. and good prose)."
vasto,vascor,VERB,1,-,Def. não encontrada
carinae,carina,NOUN,1,1,"The keel of a ship, Plaut. Mil. , , ; Caes. B. G. , ; id. B. C. , ; Liv. , , ; , , ; Tac. A. , ; Curt. , , ; , , ; Ov. M. , ; id. P. , , .—In the poets very freq. (in Ovid's Met. alone about thirty times)."
aliquanto,aliquanto,ADV,1,-,"ălĭquantō and ălĭquantum, , v. aliquantus."
prorae,prora,NOUN,1,1,"Poet., transf., a ship: quot prius aeratae steterant ad litora prorae,Verg. A. , ; Ov. M. , ."
erectae,ersego,VERB,1,-,Def. não encontrada
puppes,puppes,NOUN,1,-,Def. não encontrada
tempestatumque,tempestasqui,NOUN,1,-,Def. não encontrada
robore,robur,NOUN,1,3,"A very hard kind of oak (cf.: quercus, ilex),Plin. , , , § ; , , , § ; , , , § ; , , , § ; , , , § .— Hence"
pedalibus,pedalis,ADJ,1,-,"Of or belonging to the foot, foot-."
confixa,configo,VERB,1,-,"Part. perf.: confictus sagittis, Scaur. ap. Diom. p. ; Veg. Art. Vet. , , ; cf. figo init.)"
clavis,clavus,NOUN,1,2,"A nail, usually of metal."
digiti,digitus,NOUN,1,2,A finger.
pollicis,pollicus,ADJ,1,-,Def. não encontrada
alutaeque,alutus,ADJ,1,-,Def. não encontrada
tenuiter,tenuiter,ADV,1,-,"tĕnŭĭter, , v. tenuis"
lini,linis,NOUN,1,-,Def. não encontrada
veri,ver,NOUN,1,3,The spring.
congressus,congressus,NOUN,1,-,"congressus, a, um, Part., from congredior."
pulsu,pulsus,NOUN,1,-,"pulsus, a, um, Part., from pello."
tempestatum,tempesto,VERB,1,-,Def. não encontrada
copulis,copulus,NOUN,1,-,Def. não encontrada
saevire,saevio,VERB,1,-,"Imperf. saevibat, Lucr. , ; fut. saevibo, Mar. Vict. from Macr. , p. ),  saevus, to be fierce or furious, to rage, to vent one's rage (very freq. since the Aug. per.; once in Caes.; not in Cic.; but saevus and saevitia several times in Cic.)."
cautes,caus,NOUN,1,-,Def. não encontrada
ccxx,ccxx,NOUN,1,-,Def. não encontrada
paratissimae,paratissima,ADV,1,-,Def. não encontrada
ornatissimae,ornatiss,ADJ,1,-,Def. não encontrada
puppium,puppius,ADJ,1,-,Def. não encontrada
praeacutae,praeaco,VERB,1,-,Def. não encontrada
insertae,insero,VERB,1,-,To sow or plant in; to ingraft (class.).
adfixaeque,adfixasqus,ADJ,1,-,Def. não encontrada
absimili,absimilis,ADJ,1,-,"Unlike, usually with a neg. and dat."
falcium,falcius,ADJ,1,-,Def. não encontrada
navigio,navigium,NOUN,1,2,"A vessel, a ship, bark, boat."
praerumpebantur,praerumpo,VERB,1,-,"To break or tear off before or in front (class.): retinacula classis,Ov. M. , : funes praerumpebantur,were broken off,Caes. B. G. , : uncus praerumpitur,Col. , , ."
armamentisque,armamentue,NOUN,1,-,Def. não encontrada
certamen,certamens,ADJ,1,-,Def. não encontrada
binae,binus,ADJ,1,-,"bīnus, a, um, v. bini."
circumsteterant,circumsteo,VERB,1,-,Def. não encontrada
malacia,malacius,ADJ,1,-,Def. não encontrada
interventu,interventus,NOUN,1,-,"A coming up, appearance, coming between, intervention."
eburovices,eburovxus,ADJ,1,-,Def. não encontrada
lexoviique,lexoviiquus,ADJ,1,-,Def. não encontrada
viridovice,viridovice,ADV,1,-,Def. não encontrada
carperetur,carpo,VERB,1,-,"Lit., of plants, flowers, fruits, etc., to pick, pluck, pluck off, cull, crop, gather (class.; in prose and poetry, esp. in the latter very freq.; syn. decerpere)."
callidum,callidus,NOUN,1,-,"That is taught wisdom by experience and practice, shrewd, expert, experienced, adroit, skilful: versutos eos appello, quorum celeriter mens versatur: callidos autem, quorum, tamquam manus opere, sic animus usu concalluit,Cic. N. D. , , ."
auditum,auditus,VERB,1,-,"audītus, a, um, Part. of audio."
confirmatio,confirmatio,NOUN,1,3,"A securing, establishing, confirming (in good prose, but only in trop. signif.; most freq. in Cic., Caes., and Quint.). *"
viridovicem,viridoxicus,ADJ,1,-,Def. não encontrada
laeti,laetus,NOUN,1,-,"Joyful, cheerful, glad, gay, joyous, rejoicing, pleased, delighted, full of joy."
sarmentis,sarmentum,NOUN,1,2,sarpo
virgultisque,virgultisquus,ADJ,1,-,Def. não encontrada
pergunt,pergo,VERB,1,-,"In gen., to go   on, continue, proceed with any thing (esp. a motion), to pursue with energy, prosecute vigorously (v. Mütz. ad Curt. , , ; rare, and in Cic. only with an obj.-clause)."
armandosque,armando,VERB,1,-,Def. não encontrada
exanimatique,exanimatique,ADV,1,-,Def. não encontrada
pugnarum,pugnus,ADJ,1,2,"Transf., as a measure, a fistful, handful, Cato, R. R. ; Marc. Emp.  med.: pugnus aeris,Sen. Ira, , , ."
evaserant,evasero,VERB,1,-,Def. não encontrada
praeconinus,praeconinus,ADJ,1,2,"A Roman surname, Suet. Gram. ; Plin. , , , § ."
manlius,manlius,PROPN,1,-,Name of a Roman gens.
proconsul,proconsus,NOUN,1,-,Def. não encontrada
mediocrem,medioces,ADJ,1,-,Def. não encontrada
tolosa,tolosus,ADJ,1,-,Def. não encontrada
carcasone,carcasone,ADV,1,-,Def. não encontrada
nibus,nibor,VERB,1,-,Def. não encontrada
sotiates,sotia,NOUN,1,-,Def. não encontrada
pedestres,pedester,ADJ,1,-,"Masc. pedestris, Nep. Eum. , ; Vop. Prob. , ),  id., on foot, that goes, is done, etc., on foot, pedestrian."
conlocaverant,conlocavo,VERB,1,-,Def. não encontrada
adulescentulo,adulescentulis,VERB,1,-,Def. não encontrada
sotiatium,sotiatium,NOUN,1,-,Def. não encontrada
turresque,turresquus,ADJ,1,-,Def. não encontrada
vineasque,vineasquus,ADJ,1,-,Def. não encontrada
actis,actus,NOUN,1,-,"actus, a, um, , from ago."
peritissimi,peritus,ADJ,1,-,"Experienced, practised, practically acquainted, skilled, skilful, expert (cf.: gnarus, consultus)."
aerariae,aerarius,ADJ,1,-,"(Sc. faber.) One who works in copper, etc., a coppersmith: in aerariorum officinis,Plin. , , , § : aerariorum marculi,Mart. , , ; so Inscr. Orell. ."
secturaeque,secturus,ADJ,1,-,Def. não encontrada
devotis,devota,NOUN,1,-,Def. não encontrada
soldurios,soldurius,NOUN,1,-,Def. não encontrada
condicio,condicium,NOUN,1,-,Def. não encontrada
fruantur,fruor,VERB,1,-,In gen.
consciscant,conscisco,VERB,1,-,"Transf. from the sphere of state affairs; aliquid sibi or absol.; lit., to adjudge, appropriate to one's self (cf. ascisco); hence, with the access. idea of personal action, to inflict or bring upon one's self (most frequently death;—class.)."
adhuc,adhuc,ADV,1,-,Transf.
devovisset,devo,VERB,1,-,Def. não encontrada
vocatium,vocatius,ADJ,1,-,Def. não encontrada
tarusatium,tarusatius,ADJ,1,-,Def. não encontrada
versum,verdo,VERB,1,-,Def. não encontrada
ducesque,ducesque,ADJ,1,-,Def. não encontrada
sertorio,sertorius,ADJ,1,-,"Sertōrĭus, ii, m."
commeatumque,commeatumque,ADJ,1,-,Def. não encontrada
effecissent,effecio,VERB,1,-,Def. não encontrada
auxiliaresque,auxiliaresqui,ADJ,1,-,Def. não encontrada
telisque,telisqus,NOUN,1,-,Def. não encontrada
timide,timide,ADV,1,-,"tĭmĭdē, , v. timidus"
telaque,telaqum,NOUN,1,-,Def. não encontrada
circumitis,circumitus,NOUN,1,-,"circŭmĭtus, v. circuitus."
facilemque,facilimqus,ADJ,1,-,Def. não encontrada
intritae,intriitus,ADJ,1,-,Def. não encontrada
prorutis,proruo,VERB,1,-,Neutr.
apertissimis,aperto,VERB,1,-,"V. freq. [id.], to lay bare: Quaeso, cur apertas brachium?Plaut. Men. , , ."
milium,mileus,NOUN,1,-,Def. não encontrada
cantabrisque,cantabrisqui,NOUN,1,-,Def. não encontrada
tarbelli,tarbell,ADJ,1,-,Def. não encontrada
bigerriones,bigerrio,NOUN,1,-,Def. não encontrada
ptianii,ptianium,NOUN,1,-,Def. não encontrada
vocates,vocat,ADJ,1,-,Def. não encontrada
tarusates,tarusas,NOUN,1,-,Def. não encontrada
elusates,elusates,NOUN,1,-,"A Gallic tribe in Aquitania, Caes. B. G. , ; Plin. , , , § ."
gates,gater,PROPN,1,-,Def. não encontrada
ausci,auscus,NOUN,1,-,Def. não encontrada
garumni,garumnus,NOUN,1,-,Def. não encontrada
sibusates,sibusa,NOUN,1,-,Def. não encontrada
cocosates,cocosas,NOUN,1,-,Def. não encontrada
hiems,hiems,NOUN,1,3,"The winter, winter time, rainy season (cf.: bruma, solstitium)."
menapiique,menapiique,ADV,1,-,Def. não encontrada
superatasque,superatasqus,NOUN,1,-,Def. não encontrada
repulerunt,repelio,VERB,1,-,Def. não encontrada
deperdiderunt,deperdico,VERB,1,-,Def. não encontrada
inermibus,inerma,NOUN,1,-,Def. não encontrada
caesa,caesus,ADJ,1,-,"caesus, a, um, Part., v. caedo."
densiores,densex,ADJ,1,-,Def. não encontrada
continuatione,continuatio,NOUN,1,3,"A following of one thing after another, an unbroken series, a connection, continuation, succession (in good prose)."
imbrium,imbrius,ADJ,1,-,V.the foll. art.
lexoviisque,lexoviisquus,ADJ,1,-,Def. não encontrada
qvartv,qvars,NOUN,1,-,Def. não encontrada
bellicosissima,bellecosus,ADJ,1,-,Def. não encontrada
frigidissimis,frigidissixus,ADJ,1,-,Def. não encontrada
laventur,lavo,VERB,1,-,"Neutr.: pisces ego credo, qui usque dum vivunt, lavant, Minus diu lavere, quam haec lavat Phronesium,Plaut. Truc. , ,  sqq.: illa si jam laverit, mihi nuncia,Ter. Heaut. , , : lavanti regi dicitur nuntiatum, hostes adesse,Liv. , ."
delectantur,delecto,VERB,1,-,V. intens. a. [delicio].
impenso,impenio,VERB,1,-,Def. não encontrada
deformia,deformia,NOUN,1,-,Def. não encontrada
adsuefecerunt,adsuesfacio,VERB,1,-,Def. não encontrada
inertius,inertus,ADJ,1,-,Def. não encontrada
ephippiis,ephippius,ADJ,1,-,Def. não encontrada
quemvis,quicas,DET,1,-,Def. não encontrada
ephippiatorum,ephippeo,VERB,1,-,Def. não encontrada
vinum,vinum,NOUN,1,2,Transf.
remollescere,remollesco,VERB,1,-,"V. inch. n., to become soft again, to become or grow soft (class.)."
ventitant,vontiteo,VERB,1,-,Def. não encontrada
triennium,triennium,NOUN,1,2,"The space of three years, three years: biennium aut triennium est, cum virtuti nuntium remisisti,Cic. Fam. , , ; Plaut. Mil. , , ; id. Most. , , ; id. Stich. , , ; , , ; Cic. Q. Fr. , , , § ; Caes. B. G. , ; Auct. B. Afr. ,  al."
vagati,vagatus,ADJ,1,4,"id., = vagatio (late Lat.), Jul. ap. Aug. c. Sec. Resp. Jul. , ."
aluerunt,aluero,VERB,1,-,Def. não encontrada
mobiles,mobilis,ADJ,1,-,"Easy to be moved, movable; loose, not firm (class.)."
viatores,viator,NOUN,1,3,"In gen., a wayfarer, traveller, Cic. Fat. , ; id. Mil. , ; Caes. B. G. , ; Verg. G. , ; id. Fragm. ap. Don. Vit. Verg.; Hor. C. , , ; id. S. , , ; Ov. Tr. , ; id. P. , , ; Phaedr. , , ; Juv. , ; Mart. , , ; , , ."
circumsistat,circumsisto,VERB,1,-,"N. cr.; , ; Curt. , , ; Verg. A. , ; Tac. A. , ; id. H. , ; cf. circumsto; rarely circumstiti,Tac. H. , ), , , to place one's self or take one's stand around a person or thing, to surround, go or stand around (class.; most freq. in the histt.; in Cic. perh. only once)."
paenitere,paeniteo,VERB,1,-,"Sup., ēre, , v. a. and impers. [root in poena, q. v.; Gr. ποινή]."
pleri,pler,NOUN,1,-,Def. não encontrada
invitatosque,invitatosquus,ADJ,1,-,Def. não encontrada
gallice,gallice,ADV,1,-,"Gallĭce, , v. . Galli, II. B."
dissimulanda,dissimulo,VERB,1,-,"To feign that a thing is not that which it is; to dissemble, disguise; to hide, conceal, keep secret (cf.: fingo, simulo, confingo, comminiscor—very freq. and class.)."
permulsis,permulto,VERB,1,-,"permultō and permultum, v. permultus"
equitibusque,equitibus,NOUN,1,-,Def. não encontrada
eiectos,eiidio,VERB,1,-,Def. não encontrada
imperaturus,imperor,VERB,1,-,Def. não encontrada
ambivaritos,ambivaritus,ADJ,1,-,Def. não encontrada
mosa,mosa,NOUN,1,1,"A river in Belgic Gaul, now the Meuse or Maas, Caes. B. G. ,  fin.; ,  init.; Plin. , , , § ; Tac. A. , ; id. H. , ; , ."
profluit,profluo,VERB,1,-,To flow forth or along (class.).
vosego,vosegus,NOUN,1,-,"A chain of mountains in Gaul, the modern Vosges, Caes. B. G. , ; Luc. , ; Inscr. Orell. ."
vacalus,vacalus,ADJ,1,2,"A river of Gaul, tributary to the Rhine, now the Wahal, Caes. B. G. , ; called also Vahalis, q. v."
batavorum,batavum,NOUN,1,-,Def. não encontrada
lepontiis,lepontia,NOUN,1,-,Def. não encontrada
nantuatium,nantuatus,ADJ,1,-,Def. não encontrada
mediomatricorum,mediomatricus,ADJ,1,-,Def. não encontrada
citatus,cito,VERB,1,-,P. a. fin.
diffluit,diffluo,VERB,1,-,"V. n., to flow in different directions, to flow away (class.; repeatedly in Lucr.—cf.: laxo, rescindo, solvo)."
piscibus,piscis,NOUN,1,3,A fish.
ovis,ovis,NOUN,1,3,"Ovis mas,Varr. L. L. , ; cf.: ovis semimas,Ov. F. , ; cf. Fest. p.  Müll.) [kindr. with Sanscr. avi, ovis; Lith. awi-s; Slav. ovjza; Gr. ὄϊς; cf. also Goth. avistr, ovile], a sheep (class.)."
avium,avius,ADJ,1,-,"That is out of the way, remote, out of the right way; also, untrodden, unfrequented, solitary, lonely, etc. (while devius signifies leading from the right way; and invius, having no way, pathless; in the poets and histt. freq.)."
vivere,vivo,VERB,1,-,"Pluperf. subj. syncop. vixet, Verg. A. , ),  Sanscr. giv-, givami, live; Gr. βίος, life; Goth. quius, living; Germ. quicken; Engl. quick, to live, be alive, have life (syn. spiro)."
progrederetur,progredeo,VERB,1,-,Def. não encontrada
usuros,usuro,VERB,1,-,Def. não encontrada
iiii,iiius,ADJ,1,-,Def. não encontrada
aquationis,aquatio,NOUN,1,3,"A getting or fetching of water: aquationis causā procedere,Caes. B. G. , ; so, Auct. B. Afr. ; id. B. Hisp. ; Plin. , , , § ."
frequentissimi,frequentus,ADJ,1,-,Def. não encontrada
subfossis,subfondo,VERB,1,-,Def. não encontrada
piso,pisus,NOUN,1,-,Def. não encontrada
aquitanus,aquitanus,ADJ,1,-,Def. não encontrada
avus,avus,NOUN,1,2,"A grandfather, grandsire."
dolum,dolum,NOUN,1,-,Def. não encontrada
dementiae,dementia,NOUN,1,-,"dēmentĭa, ae"
gavisus,gavio,VERB,1,-,Def. não encontrada
copiasne,copio,VERB,1,-,Def. não encontrada
inruperunt,inrupo,VERB,1,-,Def. não encontrada
tergum,tergus,ADJ,1,-,"tergus, ŏris, v. tergum."
praecipitaverunt,praecipititacio,VERB,1,-,Def. não encontrada
ccccxxx,ccccxxx,PROPN,1,-,Def. não encontrada
vexaverant,vexavero,VERB,1,-,Def. não encontrada
germanico,germanicus,ADJ,1,-,Def. não encontrada
voluit,vono,VERB,1,-,Def. não encontrada
interfuisse,interfuo,VERB,1,-,Def. não encontrada
spemque,spesqui,NOUN,1,-,Def. não encontrada
rapiditatem,rapiditas,NOUN,1,3,"Swiftness of a stream that carries all before it; velocity, rapidity (only in the foll. passages): fluminis,Caes. B. C. , , ; id. B. G. , , ; Front. Strat. , , ."
sesquipedalia,sesquipedalis,ADJ,1,-,"Of a foot and a half; one foot and a half in length, breadth, or diameter, Cato, R. R. , : tigna,Caes. B. G. , : talea,Col. , , : mensura,id. , , ; , , ; , , ; Vitr. , ; , , ."
fistucisque,fistucisqum,NOUN,1,-,Def. não encontrada
derecte,derecte,ADV,1,-,Def. não encontrada
perpendiculum,perpendiculum,NOUN,1,2,"A plummet, plumb-line."
prone,prones,NOUN,1,-,Def. não encontrada
quadragenum,quadrages,ADJ,1,-,Def. não encontrada
bipedalibus,bipedalis,ADJ,1,-,"Subst.: bĭpĕdāle, is, n., a tile or flag-stone two feet long, Inscr. Fabr. p. , ."
iunctura,iunctura,NOUN,1,-,Def. não encontrada
fibulis,fibulis,ADJ,1,-,Def. não encontrada
disclusis,disclusis,NOUN,1,-,Def. não encontrada
artius,arte,ADV,1,-,"artē (not arctē), , v. . artus"
inligata,inligo,VERB,1,-,Def. não encontrada
derecta,derinquo,VERB,1,-,Def. não encontrada
cratibusque,cratibusqui,NOUN,1,-,Def. não encontrada
setius,sete,ADV,1,-,Def. não encontrada
oblique,oblique,ADV,1,-,"oblīquē, , v. obliquus"
trunci,truncus,NOUN,1,-,"Adj [root tark-, truc-, to break, tear; cf. torqueo], maimed, mutilated, mangled, dismembered, disfigured, deprived of some of its parts (mostly poet. and perh. not ante-Aug.; syn.: mutilus, mancus)."
sugambri,sugo,VERB,1,-,To suck (class.).
exportaverant,exportavto,VERB,1,-,Def. não encontrada
aedificiisque,aedificiisquus,ADJ,1,-,Def. não encontrada
frumentisque,frumentue,NOUN,1,-,Def. não encontrada
iniceret,iniceo,VERB,1,-,Def. não encontrada
ubios,ubios,ADP,1,-,Def. não encontrada
hiemes,hieses,NOUN,1,-,Def. não encontrada
